0.00000	0.00000	0.00000	0.00321	0.00321	0.00321	0.02564	0.02564	0.00321	0.00321	0.00321	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00321	0.00321	0.00321	0.02564	0.02564	0.00321	0.00321	0.00321	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00321	0.00321	0.00321	0.02564	0.02564	0.00321	0.00321	0.00321	0.00000	0.00000	0.00000	0.00000
0.00321	0.00321	0.00321	0.00321	0.00321	0.00321	0.02564	0.02564	0.00321	0.00321	0.00321	0.00321	0.00321	0.00321	0.00321
0.00321	0.00321	0.00321	0.00321	0.00321	0.00321	0.02564	0.02564	0.00321	0.00321	0.00321	0.00321	0.00321	0.00321	0.00321
0.00321	0.00321	0.00321	0.00321	0.00321	0.00321	0.02564	0.02564	0.00321	0.00321	0.00321	0.00321	0.00321	0.00321	0.00321
0.02564	0.02564	0.02564	0.02564	0.02564	0.02564	-0.03125	-0.03125	-0.03125	-0.03125	-0.03125	-0.03125	-0.03125	-0.03125	-0.03125
0.02564	0.02564	0.02564	0.02564	0.02564	0.02564	-0.03125	-0.03125	-0.03125	-0.03125	-0.03125	-0.03125	-0.03125	-0.03125	-0.03125
0.00321	0.00321	0.00321	0.00321	0.00321	0.00321	-0.03125	-0.03125	0.00321	0.00321	0.00321	0.00321	0.00321	0.00321	0.00321
0.00321	0.00321	0.00321	0.00321	0.00321	0.00321	-0.03125	-0.03125	0.00321	0.00321	0.00321	0.00321	0.00321	0.00321	0.00321
0.00321	0.00321	0.00321	0.00321	0.00321	0.00321	-0.03125	-0.03125	0.00321	0.00321	0.00321	0.00321	0.00321	0.00321	0.00321
0.00000	0.00000	0.00000	0.00321	0.00321	0.00321	-0.03125	-0.03125	0.00321	0.00321	0.00321	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00321	0.00321	0.00321	-0.03125	-0.03125	0.00321	0.00321	0.00321	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00321	0.00321	0.00321	-0.03125	-0.03125	0.00321	0.00321	0.00321	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00321	0.00321	0.00321	-0.03125	-0.03125	0.00321	0.00321	0.00321	0.00000	0.00000	0.00000	0.00000
