0.0150	0.0150	0.0150	0.0150	-0.0238	-0.0238	0.0075	0.0075	0.0075	0.0075	0.0075
0.0150	0.0150	0.0150	0.0150	-0.0238	-0.0238	0.0075	0.0075	0.0075	0.0075	0.0075
0.0150	0.0150	0.0150	0.0150	-0.0238	-0.0238	0.0075	0.0075	0.0075	0.0075	0.0075
0.0150	0.0150	0.0150	0.0150	-0.0238	-0.0238	0.0075	0.0075	0.0075	0.0075	0.0075
0.0150	0.0150	0.0150	0.0150	-0.0238	-0.0238	-0.0476	-0.0476	-0.0476	-0.0476	-0.0476
0.0150	0.0150	0.0150	0.0150	-0.0238	-0.0238	-0.0476	-0.0476	-0.0476	-0.0476	-0.0476
0.0150	0.0150	0.0150	0.0150	-0.0238	-0.0238	0.0075	0.0075	0.0075	0.0075	0.0075
0.0150	0.0150	0.0150	0.0150	-0.0238	-0.0238	0.0075	0.0075	0.0075	0.0075	0.0075
0.0150	0.0150	0.0150	0.0150	-0.0238	-0.0238	0.0075	0.0075	0.0075	0.0075	0.0075
0.0150	0.0150	0.0150	0.0150	-0.0238	-0.0238	0.0075	0.0075	0.0075	0.0075	0.0075
0.0150	0.0150	0.0150	0.0150	-0.0238	-0.0238	0.0075	0.0075	0.0075	0.0075	0.0075
